date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:44:47	3562/3562	---M--	200	added ('OK')	text/plain	etag:%22a3ada0c4b8b1204d79bc7654e5521191%22	https://www.amazon.co.uk/robots.txt		(from )
14:44:47	1569329/1569329	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Apr%202020%2012:44:46%20GMT	https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html	C:/Users/Hugo/Desktop/vamos/isco/www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref=sr_1_2df03.html	(from )
14:44:48	16237/16237	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jan%202020%2000:23:24%20GMT	https://m.media-amazon.com/images/G/01/AUIClients/AmazonUIIcon-sprite_1x-e9434610f810a3a99b3f0e49c1b938c9d76628b8._V2_.png	C:/Users/Hugo/Desktop/vamos/isco/m.media-amazon.com/images/G/01/AUIClients/AmazonUIIcon-sprite_1x-e9434610f810a3a99b3f0e49c1b938c9d76628b8._V2_.png	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:44:51	92896/92896	---M-Z	200	added ('OK')	application/x-javascript	date:Thu,%2012%20Sep%202019%2021:14:10%20GMT	https://images-eu.ssl-images-amazon.com/images/I/61-6nKPKyWL.js?AUIClients/AmazonUIjQuery	C:/Users/Hugo/Desktop/vamos/isco/images-eu.ssl-images-amazon.com/images/I/61-6nKPKyWLdce7.js	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:44:52	34240/34240	---M-Z	200	added ('OK')	application/x-javascript	date:Thu,%2012%20Mar%202020%2001:06:40%20GMT	https://images-eu.ssl-images-amazon.com/images/I/51U6oQUnN6L.js?AUIClients/CardJsRuntimeBuzzCopyBuild	C:/Users/Hugo/Desktop/vamos/isco/images-eu.ssl-images-amazon.com/images/I/51U6oQUnN6L4221.js	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:44:52	11179/11179	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Mar%202019%2018:03:08%20GMT	https://images-eu.ssl-images-amazon.com/images/G/02/gno/sprites/nav-sprite-global_bluebeacon-1x_optimized_layout1._CB468502434_.png	C:/Users/Hugo/Desktop/vamos/isco/images-eu.ssl-images-amazon.com/images/G/02/gno/sprites/nav-sprite-global_bluebeacon-1x_optimized_layout1._CB468502434_.png	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:44:53	1698/1698	---M--	200	added ('OK')	image/gif	date:Fri,%2028%20May%202010%2022:22:17%20GMT	https://images-eu.ssl-images-amazon.com/images/G/02/javascripts/lib/popover/images/snake._CB485935565_.gif	C:/Users/Hugo/Desktop/vamos/isco/images-eu.ssl-images-amazon.com/images/G/02/javascripts/lib/popover/images/snake._CB485935565_.gif	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:44:53	2990/2990	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Aug%202019%2020:27:58%20GMT	https://images-eu.ssl-images-amazon.com/images/G/02/gno/sprites/timeline_sprite_1x._CB439968193_.png	C:/Users/Hugo/Desktop/vamos/isco/images-eu.ssl-images-amazon.com/images/G/02/gno/sprites/timeline_sprite_1x._CB439968193_.png	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:44:53	1569099/1569099	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Apr%202020%2012:44:48%20GMT	https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/@c/	C:/Users/Hugo/Desktop/vamos/isco/www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/@c/index.html	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:44:53	1569192/1569192	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Apr%202020%2012:44:48%20GMT	https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/sp.load.js	C:/Users/Hugo/Desktop/vamos/isco/www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/sp.load.html	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:44:53	1569425/1569425	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Apr%202020%2012:44:49%20GMT	https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/@p/	C:/Users/Hugo/Desktop/vamos/isco/www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/@p/index.html	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:44:53	233251/233251	---M-Z	200	added ('OK')	text/css	date:Tue,%2011%20Feb%202020%2023:59:36%20GMT	https://images-eu.ssl-images-amazon.com/images/I/21Z7e-BNrlL._RC|71HxPEdMx9L.css,21TJB5pc5TL.css,31DAr4NkZQL.css,21lRUdwotiL.css,41tc24mJIGL.css,11G4HxMtMSL.css,31OvHRW+XiL.css,01XHMOHpK1L.css_.css?AUIClients/AmazonNavigationDesktopMetaAsset	C:/Users/Hugo/Desktop/vamos/isco/images-eu.ssl-images-amazon.com/images/I/21Z7e-BNrlL._RC_71HxPEdMx9L.css,21TJB5pc5TL.css,31DAr4NkZQL.css,21lRUdwotiL.css,41tc24mJIGL.css,11G4HxMtMSL.css,31OvHRW+XiL.css,01XHMOHpK1L.css_d5af.css	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:44:53	166/166	---M--	200	added ('OK')	image/png	date:Wed,%2011%20Mar%202009%2021:52:12%20GMT	https://images-na.ssl-images-amazon.com/images/G/01/javascripts/lib/popover/images/po_left_17._V1_.png	C:/Users/Hugo/Desktop/vamos/isco/images-na.ssl-images-amazon.com/images/G/01/javascripts/lib/popover/images/po_left_17._V1_.png	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:44:55	223/223	---M--	200	added ('OK')	image/png	date:Fri,%2025%20Apr%202014%2023:13:26%20GMT	http://g-ec2.images-amazon.com/images/G/01/common/sprites/sprite-autorip-icon._V338213240_.png	C:/Users/Hugo/Desktop/vamos/isco/g-ec2.images-amazon.com/images/G/01/common/sprites/sprite-autorip-icon._V338213240_.png	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:44:55	1148/1148	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Feb%202020%2017:56:55%20GMT	https://m.media-amazon.com/images/G/01/pw/pw_badge_mini._CB1580925414_.png	C:/Users/Hugo/Desktop/vamos/isco/m.media-amazon.com/images/G/01/pw/pw_badge_mini._CB1580925414_.png	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:44:55	3591/3591	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Sep%202015%2021:49:27%20GMT	https://images-na.ssl-images-amazon.com/images/G/01/replacement-parts/rpp-info-icon.png	C:/Users/Hugo/Desktop/vamos/isco/images-na.ssl-images-amazon.com/images/G/01/replacement-parts/rpp-info-icon.png	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:44:55	359/359	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Aug%202011%2013:41:43%20GMT	https://images-eu.ssl-images-amazon.com/images/G/03/productAds/pa_feedback_bubble.png	C:/Users/Hugo/Desktop/vamos/isco/images-eu.ssl-images-amazon.com/images/G/03/productAds/pa_feedback_bubble.png	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:44:56	301/301	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Nov%202017%2016:53:30%20GMT	https://m.media-amazon.com/images/G/01/AUIClients/DeliveryStaticPackard-pin_desktop_1x-c944b6819f9e5642fdfd4ff3d1109d60d66d8f87._V2_.png	C:/Users/Hugo/Desktop/vamos/isco/m.media-amazon.com/images/G/01/AUIClients/DeliveryStaticPackard-pin_desktop_1x-c944b6819f9e5642fdfd4ff3d1109d60d66d8f87._V2_.png	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:44:56	18420/18420	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Jan%202016%2023:16:37%20GMT	https://m.media-amazon.com/images/G/01/AUIClients/BurjDesktopAssets-burjSprite-eaed2442e6aae5d847ed1e5f41afdad81193ba35._V2_.png	C:/Users/Hugo/Desktop/vamos/isco/m.media-amazon.com/images/G/01/AUIClients/BurjDesktopAssets-burjSprite-eaed2442e6aae5d847ed1e5f41afdad81193ba35._V2_.png	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:44:56	6371/6371	---M--	200	added ('OK')	image/gif	date:Tue,%2012%20May%202015%2019:15:25%20GMT	https://images-na.ssl-images-amazon.com/images/G/01/navcart/spinner-white._V4_.gif	C:/Users/Hugo/Desktop/vamos/isco/images-na.ssl-images-amazon.com/images/G/01/navcart/spinner-white._V4_.gif	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:44:56	18251/18251	---M--	200	added ('OK')	image/png	date:Fri,%2029%20May%202015%2021:47:20%20GMT	https://images-na.ssl-images-amazon.com/images/G/01/baby/registry/jumpstart/jumpstart-bg.png	C:/Users/Hugo/Desktop/vamos/isco/images-na.ssl-images-amazon.com/images/G/01/baby/registry/jumpstart/jumpstart-bg.png	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:44:57	4352/4352	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Jun%202016%2022:14:39%20GMT	https://m.media-amazon.com/images/G/01/AUIClients/PrivateLabelDesktopAssets-yumImages-dd0afa951c938e964b12ce982cd0629b36dc3276._V2_.png	C:/Users/Hugo/Desktop/vamos/isco/m.media-amazon.com/images/G/01/AUIClients/PrivateLabelDesktopAssets-yumImages-dd0afa951c938e964b12ce982cd0629b36dc3276._V2_.png	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:44:57	559/559	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Sep%202017%2021:11:16%20GMT	https://m.media-amazon.com/images/G/01/AUIClients/AmazonCustomAdditionalAssets-sprite-c8f2329bf875c3b97a22d60394bb194ba02a57d0._V2_.png	C:/Users/Hugo/Desktop/vamos/isco/m.media-amazon.com/images/G/01/AUIClients/AmazonCustomAdditionalAssets-sprite-c8f2329bf875c3b97a22d60394bb194ba02a57d0._V2_.png	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:44:58	258/258	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Aug%202013%2004:46:18%20GMT	http://g-ec2.images-amazon.com/images/G/01/ProductCustomization/ui-images/down-arrow-shadow-v2._V339886439_.png	C:/Users/Hugo/Desktop/vamos/isco/g-ec2.images-amazon.com/images/G/01/ProductCustomization/ui-images/down-arrow-shadow-v2._V339886439_.png	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:44:58	422/422	---M--	403	error ('Forbidden')	text/html	date:Fri,%2003%20Apr%202020%2012:44:58%20GMT	http://m.media-amazon.com/images/G/01/pantry/pantry-box-sprite-percent-large.png	C:/Users/Hugo/Desktop/vamos/isco/m.media-amazon.com/images/G/01/pantry/pantry-box-sprite-percent-large.15.delayed	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:44:58	24823/24823	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2028%20Oct%202016%2017:28:08%20GMT	https://images-eu.ssl-images-amazon.com/images/I/41IK8om96mL.js?AUIClients/AmazonPopoversAUIShim	C:/Users/Hugo/Desktop/vamos/isco/images-eu.ssl-images-amazon.com/images/I/41IK8om96mL4538.js	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:44:59	86100/86100	---M-Z	200	added ('OK')	application/x-javascript	date:Tue,%2021%20Jan%202020%2010:19:09%20GMT	https://images-eu.ssl-images-amazon.com/images/I/61DteVpqZ2L.js?AUIClients/DetailPageDesktopImageBlockMetaAsset	C:/Users/Hugo/Desktop/vamos/isco/images-eu.ssl-images-amazon.com/images/I/61DteVpqZ2L6d73.js	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:44:59	538806/538806	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2030%20Mar%202020%2020:40:54%20GMT	https://images-eu.ssl-images-amazon.com/images/I/917RD+vWsAL.js?AUIClients/GestaltDetailPageDesktopMetaAsset	C:/Users/Hugo/Desktop/vamos/isco/images-eu.ssl-images-amazon.com/images/I/917RD+vWsALd84f.js	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:44:59	68084/68084	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2002%20Mar%202020%2019:41:54%20GMT	https://images-eu.ssl-images-amazon.com/images/I/61xlS6peMVL.js?AUIClients/DetailPageSnSAssets	C:/Users/Hugo/Desktop/vamos/isco/images-eu.ssl-images-amazon.com/images/I/61xlS6peMVLee78.js	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:44:59	33343/33343	---M-Z	200	added ('OK')	application/x-javascript	date:Thu,%2027%20Jun%202019%2021:55:35%20GMT	https://images-eu.ssl-images-amazon.com/images/I/41THdNCw4OL._RC|31iWhmLNdPL.js_.js?AUIClients/DetailPagePreRegistrationAssets	C:/Users/Hugo/Desktop/vamos/isco/images-eu.ssl-images-amazon.com/images/I/41THdNCw4OL._RC_31iWhmLNdPL.js_0536.js	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:44:59	1698/1698	---M--	200	added ('OK')	image/gif	date:Wed,%2002%20Jun%202010%2023:16:48%20GMT	https://images-eu.ssl-images-amazon.com/images/G/02/x-locale/communities/tags/graysnake._CB485934256_.gif	C:/Users/Hugo/Desktop/vamos/isco/images-eu.ssl-images-amazon.com/images/G/02/x-locale/communities/tags/graysnake._CB485934256_.gif	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:45:00	2179/2179	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Jul%202011%2020:20:54%20GMT	https://images-eu.ssl-images-amazon.com/images/G/02/electronics/click2call/click2call-sprite._CB485946145_.png	C:/Users/Hugo/Desktop/vamos/isco/images-eu.ssl-images-amazon.com/images/G/02/electronics/click2call/click2call-sprite._CB485946145_.png	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:45:00	885/885	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Mar%202012%2023:32:02%20GMT	https://images-eu.ssl-images-amazon.com/images/G/02/electronics/click2call/sprite-click2call._CB485934115_.png	C:/Users/Hugo/Desktop/vamos/isco/images-eu.ssl-images-amazon.com/images/G/02/electronics/click2call/sprite-click2call._CB485934115_.png	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:45:00	14673/14673	---M--	200	added ('OK')	image/png	date:Sat,%2002%20Jun%202012%2016:24:44%20GMT	https://images-eu.ssl-images-amazon.com/images/G/02/common/sprites/sprite-site-wide._CB485929154_.png	C:/Users/Hugo/Desktop/vamos/isco/images-eu.ssl-images-amazon.com/images/G/02/common/sprites/sprite-site-wide._CB485929154_.png	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:45:00	25200/25200	---M--	200	added ('OK')	image/png	date:Wed,%2013%20Nov%202013%2018:25:42%20GMT	https://images-eu.ssl-images-amazon.com/images/G/02/common/sprites/sprite-dp-2._CB485925629_.png	C:/Users/Hugo/Desktop/vamos/isco/images-eu.ssl-images-amazon.com/images/G/02/common/sprites/sprite-dp-2._CB485925629_.png	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:45:00	9/9	---M-Z	404	error ('Not%20Found')	text/plain	date:Fri,%2003%20Apr%202020%2012:45:00%20GMT	https://images-eu.ssl-images-amazon.com/images/G/02/x-locale/communities/wishlist/add-to-wl-button-sprite.gif	C:/Users/Hugo/Desktop/vamos/isco/images-eu.ssl-images-amazon.com/images/G/02/x-locale/communities/wishlist/add-to-wl-button-sprite.gif	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:45:01	14584/14584	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Jul%202011%2017:26:32%20GMT	https://images-eu.ssl-images-amazon.com/images/G/02/common/sprites/sprite-site-wide-2._CB461624638_.png	C:/Users/Hugo/Desktop/vamos/isco/images-eu.ssl-images-amazon.com/images/G/02/common/sprites/sprite-site-wide-2._CB461624638_.png	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:45:01	9/9	---M-Z	404	error ('Not%20Found')	text/plain	date:Fri,%2003%20Apr%202020%2012:45:01%20GMT	https://images-eu.ssl-images-amazon.com/images/G/02/nav2/images/sprite-carousel-btns-stars2.png	C:/Users/Hugo/Desktop/vamos/isco/images-eu.ssl-images-amazon.com/images/G/02/nav2/images/sprite-carousel-btns-stars2.png	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:45:01	237/237	---M--	200	added ('OK')	image/gif	date:Fri,%2024%20Feb%202012%2009:16:52%20GMT	https://images-eu.ssl-images-amazon.com/images/G/02/SellerForums/amz/images/help-16x16._CB485933626_.gif	C:/Users/Hugo/Desktop/vamos/isco/images-eu.ssl-images-amazon.com/images/G/02/SellerForums/amz/images/help-16x16._CB485933626_.gif	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:45:01	266/266	---M--	200	added ('OK')	image/gif	date:Wed,%2002%20Jun%202010%2023:42:38%20GMT	https://images-eu.ssl-images-amazon.com/images/G/02/x-locale/communities/customerimage/shuttle-gradient._CB485934796_.gif	C:/Users/Hugo/Desktop/vamos/isco/images-eu.ssl-images-amazon.com/images/G/02/x-locale/communities/customerimage/shuttle-gradient._CB485934796_.gif	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:45:02	148/148	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Aug%202011%2023:30:56%20GMT	https://images-eu.ssl-images-amazon.com/images/G/02/gateway/csw/tri-down._CB485946731_.png	C:/Users/Hugo/Desktop/vamos/isco/images-eu.ssl-images-amazon.com/images/G/02/gateway/csw/tri-down._CB485946731_.png	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:45:02	1845/1845	---M--	200	added ('OK')	image/gif	date:Fri,%2004%20Jun%202010%2001:27:45%20GMT	https://images-eu.ssl-images-amazon.com/images/G/02/nav2/finders/finder-fits-sprites._CB485937009_.gif	C:/Users/Hugo/Desktop/vamos/isco/images-eu.ssl-images-amazon.com/images/G/02/nav2/finders/finder-fits-sprites._CB485937009_.gif	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
14:45:02	30390/30390	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Oct%202011%2022:23:13%20GMT	https://images-eu.ssl-images-amazon.com/images/G/02/common/sprites/sprite-communities._CB485971415_.png	C:/Users/Hugo/Desktop/vamos/isco/images-eu.ssl-images-amazon.com/images/G/02/common/sprites/sprite-communities._CB485971415_.png	(from https://www.amazon.co.uk/Dell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium/dp/B07MPW6R8J/ref%3dsr_1_2df03.html)
